gender;age;birthplace;marital_status;education;profession;car;km_driven;city;class;C9;C1/a;C1/b;C1/c;C2/a;C2/b;C2/c;C3/a;C3/b;C3/c;C3/d;C4/a;C5/a;C5/b;C6/a
M;25;China;Widow;Without a qualification;Employee;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2630.00;;
F;25;China;Widow;Without a qualification;Employee;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2630.00;;
M;32;China;Widow;Without a qualification;Employee;OLED;30000;Naples;1;2967.26;;2808.74;;1776.79;1720.15;;;;;;;2428.00;;
F;32;China;Widow;Without a qualification;Employee;OLED;30000;Naples;1;2967.26;;2808.74;;1776.79;1720.15;;;;;;;2428.00;;
M;25;Milan;Married;Master;Looking for a job;NSEP;10000;Milan;4;1086.40;;852.53;869.13;;;;;;;;477.16;1524.00;;
F;25;Milan;Married;Master;Looking for a job;NSEP;10000;Milan;4;1086.40;;852.53;869.13;;;;;;;;477.16;1524.00;;
M;32;Milan;Married;Master;Looking for a job;NSEP;10000;Milan;4;817.22;;684.79;705.06;;;;;;;;414.90;1233.00;;
F;32;Milan;Married;Master;Looking for a job;NSEP;10000;Milan;4;794.32;;669.14;691.06;;;;;;;;414.90;1233.00;;
M;25;Naples;Married;Master;Looking for a job;NSEP;10000;Milan;4;1232.57;;944.07;958.96;;;;;;;;505.92;1609.00;;
F;25;Naples;Married;Master;Looking for a job;NSEP;10000;Milan;4;1198.52;;923.79;938.28;;;;;;;;505.92;1609.00;;
M;32;Naples;Married;Master;Looking for a job;NSEP;10000;Milan;4;878.96;;726.01;745.59;;;;;;;;435.16;1310.00;;
F;32;Naples;Married;Master;Looking for a job;NSEP;10000;Milan;4;878.96;;726.01;745.59;;;;;;;;435.16;1310.00;;
M;25;Morocco;Married;Master;Looking for a job;NSEP;10000;Milan;4;3153.73;;2984.71;;;;;;;;;577.08;1595.00;;
F;25;Morocco;Married;Master;Looking for a job;NSEP;10000;Milan;4;3244.70;;3070.55;;;;;;;;;577.08;1595.00;;
M;32;Morocco;Married;Master;Looking for a job;NSEP;10000;Milan;4;1701.85;;1255.75;1256.72;;;;;;;;539.60;1303.00;;
F;32;Morocco;Married;Master;Looking for a job;NSEP;10000;Milan;4;1639.10;;1211.42;1213.62;;;;;;;;539.60;1303.00;;
M;25;China;Married;Master;Looking for a job;NSEP;10000;Milan;4;1462.21;;1085.03;1090.49;;;;;;;;577.08;1595.00;;
F;25;China;Married;Master;Looking for a job;NSEP;10000;Milan;4;1462.21;;1085.03;1090.49;;;;;;;;577.08;1595.00;;
M;32;China;Married;Master;Looking for a job;NSEP;10000;Milan;4;1126.08;;878.09;893.38;;;;;;;;539.60;1303.00;;
F;32;China;Married;Master;Looking for a job;NSEP;10000;Milan;4;1126.08;;878.09;893.38;;;;;;;;539.60;1303.00;;
M;25;Milan;Single;Master;Looking for a job;NSEP;10000;Milan;4;1156.16;;897.20;912.15;;;;;;;;477.16;1480.00;;
F;25;Milan;Single;Master;Looking for a job;NSEP;10000;Milan;4;1156.16;;897.20;912.15;;;;;;;;477.16;1480.00;;
M;32;Milan;Single;Master;Looking for a job;NSEP;10000;Milan;4;897.83;;738.34;757.73;;;;;;;;414.90;1199.00;;
F;32;Milan;Single;Master;Looking for a job;NSEP;10000;Milan;4;893.42;;735.48;754.89;;;;;;;;414.90;1199.00;;
M;25;Naples;Single;Master;Looking for a job;NSEP;10000;Milan;4;1335.58;;1004.75;1018.32;;;;;;;;505.92;1565.00;;
F;25;Naples;Single;Master;Looking for a job;NSEP;10000;Milan;4;1335.58;;1004.75;1018.32;;;;;;;;505.92;1565.00;;
M;32;Naples;Single;Master;Looking for a job;NSEP;10000;Milan;4;973.89;;781.77;795.57;;;;;;;;435.16;1275.00;;
F;32;Naples;Single;Master;Looking for a job;NSEP;10000;Milan;4;973.89;;781.77;800.43;;;;;;;;435.16;1275.00;;
M;25;Morocco;Single;Master;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1561.00;;
F;25;Morocco;Single;Master;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1561.00;;
M;32;Morocco;Single;Master;Looking for a job;NSEP;10000;Milan;4;2022.57;;1690.34;;;;;;;;;539.60;1273.00;;
F;32;Morocco;Single;Master;Looking for a job;NSEP;10000;Milan;4;2022.57;;1690.34;;;;;;;;;539.60;1273.00;;
M;25;China;Single;Master;Looking for a job;NSEP;10000;Milan;4;1645.63;;1216.04;1218.12;;;;;;;;577.08;1561.00;;
F;25;China;Single;Master;Looking for a job;NSEP;10000;Milan;4;1645.63;;1216.04;1218.12;;;;;;;;577.08;1561.00;;
M;32;China;Single;Master;Looking for a job;NSEP;10000;Milan;4;1257.72;;958.85;973.65;;;;;;;;539.60;1273.00;;
F;32;China;Single;Master;Looking for a job;NSEP;10000;Milan;4;1257.72;;958.85;973.65;;;;;;;;539.60;1273.00;;
M;25;Milan;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1468.89;;1089.83;1095.16;;;;;;;;477.16;1651.00;;
F;25;Milan;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1414.72;;1050.86;1062.17;;;;;;;;477.16;1651.00;;
M;32;Milan;Widow;Master;Looking for a job;NSEP;10000;Milan;4;979.54;;785.40;803.47;;;;;;;;414.90;1333.00;;
F;32;Milan;Widow;Master;Looking for a job;NSEP;10000;Milan;4;974.72;;782.30;800.86;;;;;;;;414.90;1333.00;;
M;25;Naples;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1641.95;;1213.44;1215.58;;;;;;;;505.92;1737.00;;
F;25;Naples;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1641.95;;1213.44;1215.58;;;;;;;;505.92;1737.00;;
M;32;Naples;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1028.87;;816.62;834.19;;;;;;;;435.16;1410.00;;
F;32;Naples;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1028.87;;816.62;834.19;;;;;;;;435.16;1410.00;;
M;25;Morocco;Widow;Master;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1718.00;;
F;25;Morocco;Widow;Master;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1718.00;;
M;32;Morocco;Widow;Master;Looking for a job;NSEP;10000;Milan;4;2219.07;;1961.62;;;;;;;;;539.60;1404.00;;
F;32;Morocco;Widow;Master;Looking for a job;NSEP;10000;Milan;4;2219.07;;1961.62;;;;;;;;;539.60;1404.00;;
M;25;China;Widow;Master;Looking for a job;NSEP;10000;Milan;4;2069.69;;1753.71;;;;;;;;;577.08;1718.00;;
F;25;China;Widow;Master;Looking for a job;NSEP;10000;Milan;4;2069.69;;1753.71;;;;;;;;;577.08;1718.00;;
M;32;China;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1539.65;;1140.62;1144.50;;;;;;;;539.60;1404.00;;
F;32;China;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1539.65;;1140.62;1144.50;;;;;;;;539.60;1404.00;;
M;25;Milan;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2232.88;;1980.86;;;;;;;;;477.16;1524.00;;
F;25;Milan;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2232.88;;1980.86;;;;;;;;;477.16;1524.00;;
M;32;Milan;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1245.31;;951.57;966.48;;;;;;;;414.90;1233.00;;
F;32;Milan;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1205.05;;927.74;942.26;;;;;;;;414.90;1233.00;;
M;25;Naples;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2648.04;;2505.69;;;;;;;;;505.92;1609.00;;
F;25;Naples;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2648.04;;2505.69;;;;;;;;;505.92;1609.00;;
M;32;Naples;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1421.24;;1055.55;1065.66;;;;;;;;435.16;1310.00;;
F;32;Naples;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1421.24;;1055.55;1065.66;;;;;;;;435.16;1310.00;;
M;25;Morocco;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1595.00;;
F;25;Morocco;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1595.00;;
M;32;Morocco;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3035.11;;2872.77;;;;;;;;;539.60;1303.00;;
F;32;Morocco;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3035.11;;2872.77;;;;;;;;;539.60;1303.00;;
M;25;China;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3170.43;;3000.46;;;;;;;;;577.08;1595.00;;
F;25;China;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3170.43;;3000.46;;;;;;;;;577.08;1595.00;;
M;32;China;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2297.29;;2071.72;;;;;;;;;539.60;1303.00;;
F;32;China;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2297.29;;2071.72;;;;;;;;;539.60;1303.00;;
M;25;Milan;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2437.33;;2263.85;;;;;;;;;477.16;1480.00;;
F;25;Milan;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2437.33;;2263.85;;;;;;;;;477.16;1480.00;;
M;32;Milan;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1535.63;;1137.76;1141.71;;;;;;;;414.90;1199.00;;
F;32;Milan;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1485.92;;1102.07;1107.04;;;;;;;;414.90;1199.00;;
M;25;Naples;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3309.87;;3132.04;;;;;;;;;505.92;1565.00;;
F;25;Naples;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3309.87;;3132.04;;;;;;;;;505.92;1565.00;;
M;32;Naples;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1753.40;;1321.94;1292.03;;;;;;;;435.16;1275.00;;
F;32;Naples;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1753.40;;1321.94;1292.03;;;;;;;;435.16;1275.00;;
M;25;Morocco;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1561.00;;
F;25;Morocco;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1561.00;;
M;32;Morocco;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1273.00;;
F;32;Morocco;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1273.00;;
M;25;China;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1561.00;;
F;25;China;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1561.00;;
M;32;China;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2679.60;;2537.34;;;;;;;;;539.60;1273.00;;
M;25;Milan;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2993.25;;3105.05;;;;;;;;;477.16;1651.00;;
F;25;Milan;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2993.25;;2833.27;;;;;;;;;477.16;1651.00;;
M;32;Milan;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1771.77;;1347.33;1311.57;;;;;;;;414.90;1333.00;;
F;32;Milan;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1755.18;;1324.38;1293.24;;;;;;;;414.90;1333.00;;
M;25;Naples;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1737.00;;
F;25;Naples;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1737.00;;
M;32;Naples;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1998.68;;1658.63;;;;;;;;;435.16;1410.00;;
F;32;Naples;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1998.68;;1658.63;;;;;;;;;435.16;1410.00;;
M;25;Morocco;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1718.00;;
F;25;Morocco;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1718.00;;
M;32;Morocco;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1404.00;;
F;32;Morocco;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1404.00;;
M;25;China;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1718.00;;
F;25;China;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1718.00;;
M;32;China;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2980.10;;2820.86;;;;;;;;;539.60;1404.00;;
F;32;China;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2980.10;;2820.86;;;;;;;;;539.60;1404.00;;
M;25;Milan;Married;Master;Employee;NSEP;10000;Milan;4;853.91;;709.46;729.29;;;;;;;;477.16;1561.00;;
F;25;Milan;Married;Master;Employee;NSEP;10000;Milan;4;853.91;;709.46;729.29;;;;;;;;477.16;1561.00;;
M;32;Milan;Married;Master;Employee;NSEP;10000;Milan;4;641.32;;579.92;608.53;;;;;;;;414.90;1265.00;;
F;32;Milan;Married;Master;Employee;NSEP;10000;Milan;4;622.78;;571.77;576.44;;;;;;;;414.90;1265.00;;
M;25;Naples;Married;Master;Employee;NSEP;10000;Milan;4;933.35;;757.53;779.63;;;;;;;;505.92;1655.00;;
F;25;Naples;Married;Master;Employee;NSEP;10000;Milan;4;933.35;;757.53;779.63;;;;;;;;505.92;1655.00;;
M;32;Naples;Married;Master;Employee;NSEP;10000;Milan;4;679.47;;598.78;625.94;;;;;;;;435.16;1349.00;;
F;32;Naples;Married;Master;Employee;NSEP;10000;Milan;4;679.47;;598.78;625.94;;;;;;;;435.16;1349.00;;
M;25;Morocco;Married;Master;Employee;NSEP;10000;Milan;4;2220.38;;1963.43;;;;;;;;;577.08;1639.00;;
F;25;Morocco;Married;Master;Employee;NSEP;10000;Milan;4;2220.38;;1963.43;;;;;;;;;577.08;1639.00;;
M;32;Morocco;Married;Master;Employee;NSEP;10000;Milan;4;1190.93;;919.05;933.62;;;;;;;;539.60;1348.00;;
F;32;Morocco;Married;Master;Employee;NSEP;10000;Milan;4;1190.93;;919.05;933.62;;;;;;;;539.60;1348.00;;
M;25;China;Married;Master;Employee;NSEP;10000;Milan;4;1043.66;;825.84;843.27;;;;;;;;577.08;1639.00;;
F;25;China;Married;Master;Employee;NSEP;10000;Milan;4;1043.66;;825.84;843.27;;;;;;;;577.08;1639.00;;
M;32;China;Married;Master;Employee;NSEP;10000;Milan;4;892.14;;734.64;754.08;;;;;;;;539.60;1348.00;;
F;32;China;Married;Master;Employee;NSEP;10000;Milan;4;892.14;;734.64;754.08;;;;;;;;539.60;1348.00;;
M;25;Milan;Single;Master;Employee;NSEP;10000;Milan;4;900.36;;739.89;759.35;;;;;;;;477.16;1515.00;;
F;25;Milan;Single;Master;Employee;NSEP;10000;Milan;4;900.36;;739.89;759.35;;;;;;;;477.16;1515.00;;
M;32;Milan;Single;Master;Employee;NSEP;10000;Milan;4;716.30;;619.13;642.91;;;;;;;;414.90;1229.00;;
F;32;Milan;Single;Master;Employee;NSEP;10000;Milan;4;695.59;;606.24;633.54;;;;;;;;414.90;1229.00;;
M;25;Naples;Single;Master;Employee;NSEP;10000;Milan;4;993.29;;794.17;812.10;;;;;;;;505.92;1608.00;;
F;25;Naples;Single;Master;Employee;NSEP;10000;Milan;4;993.29;;794.17;812.10;;;;;;;;505.92;1608.00;;
M;32;Naples;Single;Master;Employee;NSEP;10000;Milan;4;776.96;;658.09;680.38;;;;;;;;435.16;1313.00;;
F;32;Naples;Single;Master;Employee;NSEP;10000;Milan;4;776.96;;658.09;680.38;;;;;;;;435.16;1313.00;;
M;25;Morocco;Single;Master;Employee;NSEP;10000;Milan;4;2419.63;;2243.87;;;;;;;;;577.08;1602.00;;
F;25;Morocco;Single;Master;Employee;NSEP;10000;Milan;4;2419.63;;2243.87;;;;;;;;;577.08;1602.00;;
M;32;Morocco;Single;Master;Employee;NSEP;10000;Milan;4;1330.15;;1001.68;1015.20;;;;;;;;539.60;1317.00;;
F;32;Morocco;Single;Master;Employee;NSEP;10000;Milan;4;1330.15;;1001.68;1015.20;;;;;;;;539.60;1317.00;;
M;25;China;Single;Master;Employee;NSEP;10000;Milan;4;1110.68;;868.21;883.68;;;;;;;;577.08;1602.00;;
F;25;China;Single;Master;Employee;NSEP;10000;Milan;4;1110.68;;868.21;883.68;;;;;;;;577.08;1602.00;;
M;32;China;Single;Master;Employee;NSEP;10000;Milan;4;981.59;;786.71;804.75;;;;;;;;539.60;1317.00;;
F;32;China;Single;Master;Employee;NSEP;10000;Milan;4;981.59;;786.71;804.75;;;;;;;;539.60;1317.00;;
M;25;Milan;Widow;Master;Employee;NSEP;10000;Milan;4;1023.92;;813.51;831.14;;;;;;;;477.16;1691.00;;
F;25;Milan;Widow;Master;Employee;NSEP;10000;Milan;4;1023.92;;813.51;831.14;;;;;;;;477.16;1691.00;;
M;32;Milan;Widow;Master;Employee;NSEP;10000;Milan;4;781.48;;660.92;683.17;;;;;;;;414.90;1367.00;;
F;32;Milan;Widow;Master;Employee;NSEP;10000;Milan;4;768.38;;652.69;675.04;;;;;;;;414.90;1367.00;;
M;25;Naples;Widow;Master;Employee;NSEP;10000;Milan;4;1154.64;;896.25;911.21;;;;;;;;505.92;1785.00;;
F;25;Naples;Widow;Master;Employee;NSEP;10000;Milan;4;1154.64;;896.25;911.21;;;;;;;;505.92;1785.00;;
M;32;Naples;Widow;Master;Employee;NSEP;10000;Milan;4;835.45;;697.09;717.15;;;;;;;;435.16;1451.00;;
F;32;Naples;Widow;Master;Employee;NSEP;10000;Milan;4;835.45;;697.09;717.15;;;;;;;;435.16;1451.00;;
M;25;Morocco;Widow;Master;Employee;NSEP;10000;Milan;4;2803.25;;2654.01;;;;;;;;;577.08;1764.00;;
F;25;Morocco;Widow;Master;Employee;NSEP;10000;Milan;4;2803.25;;2654.01;;;;;;;;;577.08;1764.00;;
M;32;Morocco;Widow;Master;Employee;NSEP;10000;Milan;4;1456.99;;1081.28;1086.85;;;;;;;;539.60;1451.00;;
F;32;Morocco;Widow;Master;Employee;NSEP;10000;Milan;4;1456.99;;1081.28;1086.85;;;;;;;;539.60;1451.00;;
M;25;China;Widow;Master;Employee;NSEP;10000;Milan;4;1370.80;;1024.33;1038.45;;;;;;;;577.08;1764.00;;
F;25;China;Widow;Master;Employee;NSEP;10000;Milan;4;1370.80;;1024.33;1038.45;;;;;;;;577.08;1764.00;;
M;32;China;Widow;Master;Employee;NSEP;10000;Milan;4;1175.75;;909.55;924.28;;;;;;;;539.60;1451.00;;
F;32;China;Widow;Master;Employee;NSEP;10000;Milan;4;1175.75;;909.55;924.28;;;;;;;;539.60;1451.00;;
M;25;Milan;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1436.66;;1066.67;1073.84;;;;;;;;477.16;1561.00;;
F;25;Milan;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1436.66;;1066.67;1073.84;;;;;;;;477.16;1561.00;;
M;32;Milan;Married;Without a qualification;Employee;NSEP;10000;Milan;4;959.88;;772.74;793.36;;;;;;;;414.90;1265.00;;
F;32;Milan;Married;Without a qualification;Employee;NSEP;10000;Milan;4;932.94;;757.31;779.40;;;;;;;;414.90;1265.00;;
M;25;Naples;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1732.84;;1293.82;1277.95;;;;;;;;505.92;1655.00;;
F;25;Naples;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1732.84;;1293.82;1277.95;;;;;;;;505.92;1655.00;;
M;32;Naples;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1051.61;;830.75;848.11;;;;;;;;435.16;1349.00;;
F;32;Naples;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1051.61;;830.75;848.11;;;;;;;;435.16;1349.00;;
M;25;Morocco;Married;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1639.00;;
F;25;Morocco;Married;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1639.00;;
M;32;Morocco;Married;Without a qualification;Employee;NSEP;10000;Milan;4;2147.09;;1860.15;;;;;;;;;539.60;1348.00;;
F;32;Morocco;Married;Without a qualification;Employee;NSEP;10000;Milan;4;2147.09;;1860.15;;;;;;;;;539.60;1348.00;;
M;25;China;Married;Without a qualification;Employee;NSEP;10000;Milan;4;2175.30;;1899.69;;;;;;;;;577.08;1639.00;;
F;25;China;Married;Without a qualification;Employee;NSEP;10000;Milan;4;2175.30;;1899.69;;;;;;;;;577.08;1639.00;;
M;32;China;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1472.37;;1092.33;1097.59;;;;;;;;539.60;1348.00;;
F;32;China;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1472.37;;1092.33;1097.59;;;;;;;;539.60;1348.00;;
M;25;Milan;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1617.02;;1195.79;1198.34;;;;;;;;477.16;1515.00;;
F;25;Milan;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1617.02;;1195.79;1198.34;;;;;;;;477.16;1515.00;;
M;32;Milan;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1072.09;;843.35;860.52;;;;;;;;414.90;1229.00;;
F;32;Milan;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1041.99;;824.80;842.24;;;;;;;;414.90;1229.00;;
M;25;Naples;Single;Without a qualification;Employee;NSEP;10000;Milan;4;2163.38;;1882.95;;;;;;;;;505.92;1608.00;;
F;25;Naples;Single;Without a qualification;Employee;NSEP;10000;Milan;4;2526.76;;2365.58;;;;;;;;;505.92;1612.00;;
M;32;Naples;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1564.43;;1158.41;1161.78;;;;;;;;435.16;1316.00;;
F;32;Naples;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1564.43;;1158.41;1161.78;;;;;;;;435.16;1316.00;;
M;25;Morocco;Single;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1745.00;;
F;25;Morocco;Single;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1745.00;;
M;32;Morocco;Single;Without a qualification;Employee;NSEP;10000;Milan;4;3263.41;;3088.21;;;;;;;;;539.60;1434.00;;
F;32;Morocco;Single;Without a qualification;Employee;NSEP;10000;Milan;4;3263.41;;3088.21;;;;;;;;;539.60;1434.00;;
M;25;China;Single;Without a qualification;Employee;NSEP;10000;Milan;4;3084.78;;2919.64;;;;;;;;;577.08;1745.00;;
F;25;China;Single;Without a qualification;Employee;NSEP;10000;Milan;4;3084.78;;2919.64;;;;;;;;;577.08;1745.00;;
M;32;China;Single;Without a qualification;Employee;NSEP;10000;Milan;4;2464.11;;2294.17;;;;;;;;;539.60;1434.00;;
F;32;China;Single;Without a qualification;Employee;NSEP;10000;Milan;4;2464.11;;2294.17;;;;;;;;;539.60;1434.00;;
M;25;Milan;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;2637.91;;2493.87;;;;;;;;;477.16;1841.00;;
F;25;Milan;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;2637.91;;2493.87;;;;;;;;;477.16;1841.00;;
M;32;Milan;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;1580.60;;1169.99;1173.02;;;;;;;;414.90;1488.00;;
F;32;Milan;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;1565.83;;1159.40;1162.74;;;;;;;;414.90;1488.00;;
M;25;Naples;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;3261.45;;3086.35;;;;;;;;;505.92;1944.00;;
F;25;Naples;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;3261.45;;3086.35;;;;;;;;;505.92;1944.00;;
M;32;Naples;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;1804.85;;1393.64;1355.26;;;;;;;;435.16;1580.00;;
F;32;Naples;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;1804.85;;1393.64;1355.26;;;;;;;;435.16;1580.00;;
M;25;Morocco;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1920.00;;
F;25;Morocco;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1920.00;;
M;32;Morocco;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1580.00;;
F;32;Morocco;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1580.00;;
M;25;China;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1920.00;;
F;25;China;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1920.00;;
M;32;China;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;2737.46;;2591.93;;;;;;;;;539.60;1580.00;;
F;32;China;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;2737.46;;2591.93;;;;;;;;;539.60;1580.00;;
M;25;Milan;Married;Master;Looking for a job;NSEP;30000;Milan;4;2517.50;;2354.98;;;;;;;;;477.16;1720.00;;
F;25;Milan;Married;Master;Looking for a job;NSEP;30000;Milan;4;2517.50;;2354.98;;;;;;;;;477.16;1720.00;;
M;32;Milan;Married;Master;Looking for a job;NSEP;30000;Milan;4;1586.33;;1174.06;1177.01;;;;;;;;414.90;1394.00;;
F;32;Milan;Married;Master;Looking for a job;NSEP;30000;Milan;4;1571.51;;1163.48;1166.70;;;;;;;;414.90;1394.00;;
M;25;Naples;Married;Master;Looking for a job;NSEP;30000;Milan;4;2931.57;;2775.07;;;;;;;;;505.92;1824.00;;
F;25;Naples;Married;Master;Looking for a job;NSEP;30000;Milan;4;2931.57;;2775.07;;;;;;;;;505.92;1824.00;;
M;32;Naples;Married;Master;Looking for a job;NSEP;30000;Milan;4;1854.64;;1464.84;;;;;;;;;435.16;1486.00;;
F;32;Naples;Married;Master;Looking for a job;NSEP;30000;Milan;4;1854.64;;1464.84;;;;;;;;;435.16;1486.00;;
M;25;Morocco;Married;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1813.00;;
F;25;Morocco;Married;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1813.00;;
M;32;Morocco;Married;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1481.00;;
F;32;Morocco;Married;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1481.00;;
