gender;age;birthplace;marital_status;education;profession;car;km_driven;city;class;C9;C1/a;C1/b;C1/c;C2/a;C2/b;C2/c;C3/a;C3/b;C3/c;C3/d;C4/a;C5/a;C5/b;C6/a
F;32;Rome;Widow;Without a qualification;Employee;NSEP;10000;Naples;1;1386.76;;1033.10;1047.12;;;;;;;;383.44;1616.00;;
M;25;Rome;Married;Master;Looking for a job;NSEP;30000;Naples;1;2499.65;;2334.59;;;;;;;;;440.05;1650.00;;
F;25;Rome;Married;Master;Looking for a job;NSEP;30000;Naples;1;2499.65;;2334.59;;;;;;;;;441.05;1650.00;;
M;32;Rome;Married;Master;Looking for a job;NSEP;30000;Naples;1;1438.24;;1067.79;1074.68;;;;;;;;383.44;1508.00;;
F;32;Rome;Married;Master;Looking for a job;NSEP;30000;Naples;1;1407.87;;1045.93;1058.49;;;;;;;;383.44;1508.00;;
M;25;Rome;Single;Master;Looking for a job;NSEP;30000;Naples;1;2731.83;;2586.61;;;;;;;;;441.05;1602.00;;
F;25;Rome;Single;Master;Looking for a job;NSEP;30000;Naples;1;2731.83;;2586.61;;;;;;;;;442.05;1602.00;;
M;32;Rome;Single;Master;Looking for a job;NSEP;30000;Naples;1;1775.12;;1351.99;1315.95;;;;;;;;386.44;1464.00;;
F;32;Rome;Single;Master;Looking for a job;NSEP;30000;Naples;1;1737.55;;1300.23;1281.18;;;;;;;;385.44;1464.00;;
M;25;Rome;Widow;Master;Looking for a job;NSEP;30000;Naples;1;3180.64;;3010.10;;;;;;;;;440.05;1785.00;;
F;25;Rome;Widow;Master;Looking for a job;NSEP;30000;Naples;1;3180.64;;3010.10;;;;;;;;;441.05;1785.00;;
M;32;Rome;Widow;Master;Looking for a job;NSEP;30000;Naples;1;2025.49;;1694.25;;;;;;;;;386.44;1631.00;;
F;32;Rome;Widow;Master;Looking for a job;NSEP;30000;Naples;1;1964.93;;1614.34;;;;;;;;;383.44;1631.00;;
M;25;Rome;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;1;3390.72;;3208.34;;;;;;;;;441.05;1512.00;;
F;25;Rome;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;1;3390.72;;3208.34;;;;;;;;;442.05;1512.00;;
M;32;Rome;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;1;2033.17;;1704.50;;;;;;;;;384.44;1382.00;;
F;32;Rome;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;1;1995.25;;1654.12;;;;;;;;;384.44;1382.00;;
M;25;Rome;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;1;3390.72;;3208.34;;;;;;;;;441.05;1469.00;;
F;25;Rome;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;1;3390.72;;3208.34;;;;;;;;;442.05;1469.00;;
M;32;Rome;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;1;2373.91;;2182.30;;;;;;;;;383.44;1342.00;;
F;32;Rome;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;1;2357.39;;2158.23;;;;;;;;;385.44;1342.00;;
M;25;Rome;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;1;3390.72;;3208.34;;;;;;;;;439.05;1637.00;;
F;25;Rome;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;1;3390.72;;3208.34;;;;;;;;;440.05;1637.00;;
M;32;Rome;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;1;2704.85;;2561.16;;;;;;;;;386.44;1495.00;;
F;32;Rome;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;1;2623.33;;2476.93;;;;;;;;;384.44;1495.00;;
M;25;Rome;Married;Master;Employee;NSEP;30000;Naples;1;1180.23;;922.36;936.05;;;;;;;;439.05;1551.00;;
F;25;Rome;Married;Master;Employee;NSEP;30000;Naples;1;1180.23;;920.36;936.05;;;;;;;;441.05;1551.00;;
M;32;Rome;Married;Master;Employee;NSEP;30000;Naples;1;835.96;;699.06;721.20;;;;;;;;386.44;1417.00;;
F;32;Rome;Married;Master;Employee;NSEP;30000;Naples;1;837.96;;700.06;720.20;;;;;;;;385.44;1417.00;;
M;25;Rome;Single;Master;Employee;NSEP;30000;Naples;1;1327.75;;1000.30;1013.80;;;;;;;;441.05;1505.00;;
F;25;Rome;Single;Master;Employee;NSEP;30000;Naples;1;1327.75;;1000.30;1013.80;;;;;;;;440.05;1505.00;;
M;32;Rome;Single;Master;Employee;NSEP;30000;Naples;1;919.88;;753.66;775.34;;;;;;;;386.44;1374.00;;
F;32;Rome;Single;Master;Employee;NSEP;30000;Naples;1;920.88;;756.66;777.34;;;;;;;;385.44;1374.00;;
M;25;Rome;Widow;Master;Employee;NSEP;30000;Naples;1;1640.65;;1212.53;1214.70;;;;;;;;442.05;1679.00;;
F;25;Rome;Widow;Master;Employee;NSEP;30000;Naples;1;1640.65;;1212.53;1214.70;;;;;;;;440.05;1679.00;;
M;32;Rome;Widow;Master;Employee;NSEP;30000;Naples;1;1008.42;;811.76;828.54;;;;;;;;386.44;1533.00;;
F;32;Rome;Widow;Master;Employee;NSEP;30000;Naples;1;1008.42;;810.76;829.54;;;;;;;;385.44;1533.00;;
M;25;Rome;Married;Without a qualification;Employee;NSEP;30000;Naples;1;2412.76;;2236.13;;;;;;;;;439.05;1551.00;;
F;25;Rome;Married;Without a qualification;Employee;NSEP;30000;Naples;1;2412.76;;2236.13;;;;;;;;;439.05;1551.00;;
M;32;Rome;Married;Without a qualification;Employee;NSEP;30000;Naples;1;1328.38;;1000.67;1014.18;;;;;;;;384.44;1417.00;;
F;32;Rome;Married;Without a qualification;Employee;NSEP;30000;Naples;1;1300.35;;993.16;1004.98;;;;;;;;385.44;1417.00;;
M;32;Rome;Single;Without a qualification;Employee;NSEP;30000;Naples;1;1638.86;;1211.26;1213.46;;;;;;;;385.44;1374.00;;
F;32;Rome;Single;Without a qualification;Employee;NSEP;30000;Naples;1;1604.19;;1186.71;1189.42;;;;;;;;386.44;1374.00;;
M;25;Rome;Widow;Without a qualification;Employee;NSEP;30000;Naples;1;3204.94;;3033.03;;;;;;;;;439.05;1679.00;;
F;25;Rome;Widow;Without a qualification;Employee;NSEP;30000;Naples;1;3204.94;;3033.03;;;;;;;;;440.05;1679.00;;
M;32;Rome;Widow;Without a qualification;Employee;NSEP;30000;Naples;1;3251.82;;3077.26;;;;;;;;;473.78;1677.00;;
F;32;Rome;Widow;Without a qualification;Employee;NSEP;30000;Naples;1;1854.74;;1464.99;;;;;;;;;383.44;1533.00;;
M;25;Rome;Married;Master;Looking for a job;OLED;10000;Naples;1;939.13;;765.30;784.40;2160.54;2091.40;;;;;;;2251.00;;
F;25;Rome;Married;Master;Looking for a job;OLED;10000;Naples;1;938.13;;763.30;785.40;2160.54;2091.40;;;;;;;2251.00;;
M;32;Rome;Married;Master;Looking for a job;OLED;10000;Naples;1;689.25;;609.16;634.32;1776.79;1720.15;;;;;;;2047.00;;
F;32;Rome;Married;Master;Looking for a job;OLED;10000;Naples;1;669.59;;599.67;626.67;1776.79;1720.15;;;;;;;2047.00;;
F;25;Rome;Single;Master;Looking for a job;OLED;10000;Naples;1;995.78;;798.31;819.28;2160.54;2091.40;;;;;;;2161.00;;
M;32;Rome;Single;Master;Looking for a job;OLED;10000;Naples;1;767.79;;656.25;679.66;;;;;;;;;1965.00;;
F;32;Rome;Single;Master;Looking for a job;OLED;10000;Naples;1;747.82;;642.17;663.74;1776.79;1720.15;;;;;;;1965.00;;
M;25;Rome;Widow;Master;Looking for a job;OLED;10000;Naples;1;1124.48;;887.06;899.36;2160.54;2091.40;;;;;;;2469.00;;
F;25;Rome;Widow;Master;Looking for a job;OLED;10000;Naples;1;1124.48;;884.06;900.36;2160.54;2091.40;;;;;;;2469.00;;
M;32;Rome;Widow;Master;Looking for a job;OLED;10000;Naples;1;833.87;;696.97;718.14;1776.79;1720.15;;;;;;;2245.00;;
F;32;Rome;Widow;Master;Looking for a job;OLED;10000;Naples;1;820.76;;689.07;709.63;1776.79;1720.15;;;;;;;2245.00;;
M;25;Rome;Married;Without a qualification;Looking for a job;OLED;10000;Naples;1;1885.81;;1510.30;;2160.54;2091.40;;;;;;;2251.00;;
F;25;Rome;Married;Without a qualification;Looking for a job;OLED;10000;Naples;1;1949.66;;1594.49;;2160.54;2091.40;;;;;;;2230.00;;
M;32;Rome;Married;Without a qualification;Looking for a job;OLED;10000;Naples;1;1038.31;;831.51;849.00;1776.79;1720.15;;;;;;;2047.00;;
F;32;Rome;Married;Without a qualification;Looking for a job;OLED;10000;Naples;1;1050.36;;836.98;854.36;1776.79;1720.15;;;;;;;2047.00;;
M;25;Rome;Single;Without a qualification;Looking for a job;OLED;10000;Naples;1;2172.15;;1895.26;;2160.54;2091.40;;;;;;;2161.00;;
F;25;Rome;Single;Without a qualification;Looking for a job;OLED;10000;Naples;1;2172.15;;1895.26;;2160.54;2091.40;;;;;;;2161.00;;
M;32;Rome;Single;Without a qualification;Looking for a job;OLED;10000;Naples;1;1207.03;;938.92;951.47;1776.79;1720.15;;;;;;;1965.00;;
F;32;Rome;Single;Without a qualification;Looking for a job;OLED;10000;Naples;1;1173.15;;917.92;931.67;1776.79;1720.15;;;;;;;1965.00;;
M;25;Rome;Widow;Without a qualification;Looking for a job;OLED;10000;Naples;1;2841.34;;2689.93;;2160.54;2091.40;;;;;;;2469.00;;
F;25;Rome;Widow;Without a qualification;Looking for a job;OLED;10000;Naples;1;2841.34;;2689.93;;2160.54;2091.40;;;;;;;2469.00;;
M;32;Rome;Widow;Without a qualification;Looking for a job;OLED;10000;Naples;1;1387.07;;1033.28;1047.29;1776.79;1720.15;;;;;;;2245.00;;
F;32;Rome;Widow;Without a qualification;Looking for a job;OLED;10000;Naples;1;1374.16;;1026.19;1040.27;1776.79;1720.15;;;;;;;2245.00;;
M;25;Rome;Married;Master;Employee;OLED;10000;Naples;1;792.47;;673.39;695.62;2160.54;2091.40;;;;;;;2297.00;;
F;25;Rome;Married;Master;Employee;OLED;10000;Naples;1;795.47;;673.39;692.62;2160.54;2091.40;;;;;;;2297.00;;
M;32;Rome;Married;Master;Employee;OLED;10000;Naples;1;751.75;;644.71;667.25;1776.79;1720.15;;;;;;;2088.00;;
F;32;Rome;Married;Master;Employee;OLED;10000;Naples;1;695.99;;610.76;639.01;1776.79;1720.15;;;;;;;2092.00;;
M;25;Rome;Single;Master;Employee;OLED;10000;Naples;1;1026.61;;825.20;840.80;2160.54;2091.40;;;;;;;2207.00;;
F;25;Rome;Single;Master;Employee;OLED;10000;Naples;1;1026.61;;823.20;839.80;2160.54;2091.40;;;;;;;2207.00;;
M;32;Rome;Single;Master;Employee;OLED;10000;Naples;1;788.52;;667.94;691.19;1776.79;1720.15;;;;;;;2005.00;;
F;32;Rome;Single;Master;Employee;OLED;10000;Naples;1;778.41;;662.72;685.07;1776.79;1720.15;;;;;;;2005.00;;
M;25;Rome;Widow;Master;Employee;OLED;10000;Naples;1;1193.37;;927.58;943.12;2160.54;2091.40;;;;;;;2525.00;;
M;25;Rome;Married;Without a qualification;Employee;OLED;10000;Naples;1;1845.31;;1451.33;;2160.54;2091.40;;;;;;;2302.00;;
F;25;Rome;Married;Without a qualification;Employee;OLED;10000;Naples;1;1845.31;;1451.33;;2160.54;2091.40;;;;;;;2302.00;;
M;32;Rome;Married;Without a qualification;Employee;OLED;10000;Naples;1;1004.24;;802.78;821.69;1776.79;1720.15;;;;;;;2092.00;;
F;32;Rome;Married;Without a qualification;Employee;OLED;10000;Naples;1;974.33;;785.91;804.63;;;;;;;;;2092.00;;
M;25;Rome;Single;Without a qualification;Employee;OLED;10000;Naples;1;1944.49;;1587.79;;2160.54;2091.40;;;;;;;2207.00;;
F;25;Rome;Single;Without a qualification;Employee;OLED;10000;Naples;1;1944.49;;1587.79;;2160.54;2091.40;;;;;;;2207.00;;
M;32;Rome;Single;Without a qualification;Employee;OLED;10000;Naples;1;1162.12;;908.96;924.84;1776.79;1720.15;;;;;;;2005.00;;
F;32;Rome;Single;Without a qualification;Employee;OLED;10000;Naples;1;1104.99;;871.55;888.22;1776.79;1720.15;;;;;;;2005.00;;
M;25;Rome;Widow;Without a qualification;Employee;OLED;10000;Naples;1;2273.89;;2038.47;;2160.54;2091.40;;;;;;;2525.00;;
F;25;Rome;Widow;Without a qualification;Employee;OLED;10000;Naples;1;2273.89;;2038.47;;2160.54;2091.40;;;;;;;2525.00;;
M;32;Rome;Widow;Without a qualification;Employee;OLED;10000;Naples;1;1252.78;;963.97;978.81;1776.79;1720.15;;;;;;;2295.00;;
F;32;Rome;Widow;Without a qualification;Employee;OLED;10000;Naples;1;1191.22;;929.23;943.79;1776.79;1720.15;;;;;;;2295.00;;
M;25;Rome;Married;Master;Looking for a job;OLED;30000;Naples;1;2249.17;;2003.66;;2160.54;2091.40;;;;;;;2333.00;;
F;25;Rome;Married;Master;Looking for a job;OLED;30000;Naples;1;2249.17;;2003.66;;2160.54;2091.40;;;;;;;2333.00;;
M;32;Rome;Married;Master;Looking for a job;OLED;30000;Naples;1;1217.16;;943.95;958.64;1776.79;1720.15;;;;;;;2121.00;;
F;32;Rome;Married;Master;Looking for a job;OLED;30000;Naples;1;1180.31;;920.41;935.09;1776.79;1720.15;;;;;;;2121.00;;
M;25;Rome;Single;Master;Looking for a job;OLED;30000;Naples;1;2478.13;;2310.09;;;;;;;;;;2242.00;;
F;25;Rome;Single;Master;Looking for a job;OLED;30000;Naples;1;2478.13;;2310.09;;2160.54;2091.40;;;;;;;2242.00;;
M;32;Rome;Single;Master;Looking for a job;OLED;30000;Naples;1;1500.75;;1112.72;1117.38;1776.79;1720.15;;;;;;;2038.00;;
F;32;Rome;Single;Master;Looking for a job;OLED;30000;Naples;1;1452.17;;1077.81;1083.48;1776.79;1720.15;;;;;;;2038.00;;
M;25;Rome;Widow;Master;Looking for a job;OLED;30000;Naples;1;2904.97;;2749.98;;2160.54;2091.40;;;;;;;2554.00;;
F;25;Rome;Widow;Master;Looking for a job;OLED;30000;Naples;1;2904.97;;2749.98;;2160.54;2091.40;;;;;;;2554.00;;
M;32;Rome;Widow;Master;Looking for a job;OLED;30000;Naples;1;1811.91;;1403.64;1364.68;1776.79;1720.15;;;;;;;2322.00;;
F;32;Rome;Widow;Master;Looking for a job;OLED;30000;Naples;1;1715.18;;1269.89;1265.85;1776.79;1720.15;;;;;;;2322.00;;
M;25;Rome;Married;Without a qualification;Looking for a job;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2333.00;;
F;25;Rome;Married;Without a qualification;Looking for a job;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2333.00;;
M;32;Rome;Married;Without a qualification;Looking for a job;OLED;30000;Naples;1;2517.95;;2355.48;;1776.79;1720.15;;;;;;;2121.00;;
F;32;Rome;Married;Without a qualification;Looking for a job;OLED;30000;Naples;1;2500.45;;2335.50;;1776.79;1720.15;;;;;;;2121.00;;
M;25;Rome;Single;Without a qualification;Looking for a job;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2242.00;;
F;25;Rome;Single;Without a qualification;Looking for a job;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2242.00;;
M;32;Rome;Single;Without a qualification;Looking for a job;OLED;30000;Naples;1;2260.66;;2019.81;;1776.79;1720.15;;;;;;;2038.00;;
F;32;Rome;Single;Without a qualification;Looking for a job;OLED;30000;Naples;1;2245.16;;1998.03;;1776.79;1720.15;;;;;;;2038.00;;
M;25;Rome;Widow;Without a qualification;Looking for a job;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2554.00;;
F;25;Rome;Widow;Without a qualification;Looking for a job;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2554.00;;
M;32;Rome;Widow;Without a qualification;Looking for a job;OLED;30000;Naples;1;2791.20;;2642.63;;1776.79;1720.15;;;;;;;2322.00;;
F;32;Rome;Widow;Without a qualification;Looking for a job;OLED;30000;Naples;1;2494.63;;2328.86;;1776.79;1720.15;;;;;;;2322.00;;
M;25;Rome;Married;Master;Employee;OLED;30000;Naples;1;1155.10;;906.53;918.49;2160.54;2091.40;;;;;;;2379.00;;
F;25;Rome;Married;Master;Employee;OLED;30000;Naples;1;1155.10;;904.53;920.49;2160.54;2091.40;;;;;;;2379.00;;
M;32;Rome;Married;Master;Employee;OLED;30000;Naples;1;828.67;;693.45;715.69;1776.79;1720.15;;;;;;;2161.00;;
F;32;Rome;Married;Master;Employee;OLED;30000;Naples;1;804.67;;677.75;701.48;1776.79;1720.15;;;;;;;2161.00;;
M;25;Rome;Single;Master;Employee;OLED;30000;Naples;1;1229.26;;952.13;963.98;2160.54;2091.40;;;;;;;2284.00;;
F;25;Rome;Single;Master;Employee;OLED;30000;Naples;1;1229.26;;951.13;966.98;2160.54;2091.40;;;;;;;2284.00;;
M;32;Rome;Single;Master;Employee;OLED;30000;Naples;1;905.13;;747.54;765.90;1776.79;1720.15;;;;;;;2075.00;;
F;32;Rome;Single;Master;Employee;OLED;30000;Naples;1;882.77;;731.60;752.22;1776.79;1720.15;;;;;;;2075.00;;
M;25;Rome;Widow;Master;Employee;OLED;30000;Naples;1;1459.11;;1082.81;1088.34;2160.54;2091.40;;;;;;;2606.00;;
F;25;Rome;Widow;Master;Employee;OLED;30000;Naples;1;1459.11;;1082.81;1088.34;2160.54;2091.40;;;;;;;2606.00;;
M;32;Rome;Widow;Master;Employee;OLED;30000;Naples;1;1010.36;;811.98;829.74;1776.79;1720.15;;;;;;;2368.00;;
F;32;Rome;Widow;Master;Employee;OLED;30000;Naples;1;970.70;;783.28;802.77;1776.79;1720.15;;;;;;;2368.00;;
M;25;Rome;Married;Without a qualification;Employee;OLED;30000;Naples;1;2410.05;;2233.09;;2160.54;2091.40;;;;;;;2379.00;;
F;25;Rome;Married;Without a qualification;Employee;OLED;30000;Naples;1;2410.05;;2233.09;;2160.54;2091.40;;;;;;;2379.00;;
M;32;Rome;Married;Without a qualification;Employee;OLED;30000;Naples;1;1239.09;;955.93;969.89;1776.79;1720.15;;;;;;;2161.00;;
F;32;Rome;Married;Without a qualification;Employee;OLED;30000;Naples;1;1232.99;;951.34;968.24;1776.79;1720.15;;;;;;;2161.00;;
M;25;Rome;Single;Without a qualification;Employee;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2284.00;;
F;25;Rome;Single;Without a qualification;Employee;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2284.00;;
M;32;Rome;Single;Without a qualification;Employee;OLED;30000;Naples;1;1496.83;;1109.90;1114.66;1776.79;1720.15;;;;;;;2075.00;;
F;32;Rome;Single;Without a qualification;Employee;OLED;30000;Naples;1;1482.89;;1099.88;1104.92;1776.79;1720.15;;;;;;;2075.00;;
M;25;Rome;Widow;Without a qualification;Employee;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2606.00;;
F;25;Rome;Widow;Without a qualification;Employee;OLED;30000;Naples;1;3390.72;;3208.34;;2160.54;2091.40;;;;;;;2606.00;;
M;32;Rome;Widow;Without a qualification;Employee;OLED;30000;Naples;1;1918.43;;1554.22;;1776.79;1720.15;;;;;;;2368.00;;
F;32;Rome;Widow;Without a qualification;Employee;OLED;30000;Naples;1;1710.43;;1263.51;1262.60;1776.79;1720.15;;;;;;;2368.00;;
M;25;Rome;Married;Master;Looking for a job;NSEP;10000;Milan;4;1086.40;;862.53;879.13;;;;;;;;486.16;1524.00;;
F;25;Rome;Married;Master;Looking for a job;NSEP;10000;Milan;4;1086.40;;859.53;878.13;;;;;;;;485.16;1524.00;;
M;32;Rome;Married;Master;Looking for a job;NSEP;10000;Milan;4;827.22;;691.79;714.06;;;;;;;;424.90;1233.00;;
F;32;Rome;Married;Master;Looking for a job;NSEP;10000;Milan;4;804.32;;679.14;700.06;;;;;;;;421.90;1233.00;;
M;25;Rome;Single;Master;Looking for a job;NSEP;10000;Milan;4;1156.16;;904.20;920.15;;;;;;;;486.16;1480.00;;
F;25;Rome;Single;Master;Looking for a job;NSEP;10000;Milan;4;1156.16;;906.20;919.15;;;;;;;;486.16;1480.00;;
M;32;Rome;Single;Master;Looking for a job;NSEP;10000;Milan;4;905.83;;745.34;766.73;;;;;;;;424.90;1199.00;;
F;32;Rome;Single;Master;Looking for a job;NSEP;10000;Milan;4;903.42;;745.48;764.89;;;;;;;;422.90;1199.00;;
M;25;Rome;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1468.89;;1089.83;1095.16;;;;;;;;484.16;1651.00;;
F;25;Rome;Widow;Master;Looking for a job;NSEP;10000;Milan;4;1414.72;;1050.86;1062.17;;;;;;;;486.16;1651.00;;
M;32;Rome;Widow;Master;Looking for a job;NSEP;10000;Milan;4;987.54;;793.40;812.47;;;;;;;;421.90;1333.00;;
F;32;Rome;Widow;Master;Looking for a job;NSEP;10000;Milan;4;984.72;;790.30;807.86;;;;;;;;424.90;1333.00;;
M;25;Rome;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2232.88;;1980.86;;;;;;;;;485.16;1524.00;;
F;25;Rome;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2232.88;;1980.86;;;;;;;;;487.16;1524.00;;
M;32;Rome;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1245.31;;958.57;973.48;;;;;;;;421.90;1233.00;;
F;32;Rome;Married;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1205.05;;937.74;949.26;;;;;;;;422.90;1233.00;;
M;25;Rome;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2437.33;;2263.85;;;;;;;;;485.16;1480.00;;
F;25;Rome;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2437.33;;2263.85;;;;;;;;;485.16;1480.00;;
M;32;Rome;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1535.63;;1137.76;1141.71;;;;;;;;421.90;1199.00;;
F;32;Rome;Single;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1485.92;;1102.07;1107.04;;;;;;;;423.90;1199.00;;
M;25;Rome;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2993.25;;3105.05;;;;;;;;;487.16;1651.00;;
F;25;Rome;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;2993.25;;2833.27;;;;;;;;;486.16;1651.00;;
M;32;Rome;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1771.77;;1347.33;1311.57;;;;;;;;421.90;1333.00;;
F;32;Rome;Widow;Without a qualification;Looking for a job;NSEP;10000;Milan;4;1755.18;;1324.38;1293.24;;;;;;;;424.90;1333.00;;
M;25;Rome;Married;Master;Employee;NSEP;10000;Milan;4;863.91;;716.46;737.29;;;;;;;;485.16;1561.00;;
F;25;Rome;Married;Master;Employee;NSEP;10000;Milan;4;861.91;;717.46;739.29;;;;;;;;487.16;1561.00;;
M;32;Rome;Married;Master;Employee;NSEP;10000;Milan;4;651.32;;588.92;617.53;;;;;;;;422.90;1265.00;;
F;32;Rome;Married;Master;Employee;NSEP;10000;Milan;4;630.78;;578.77;584.44;;;;;;;;421.90;1265.00;;
M;25;Rome;Single;Master;Employee;NSEP;10000;Milan;4;909.36;;747.89;769.35;;;;;;;;485.16;1515.00;;
F;25;Rome;Single;Master;Employee;NSEP;10000;Milan;4;910.36;;748.89;768.35;;;;;;;;486.16;1515.00;;
M;32;Rome;Single;Master;Employee;NSEP;10000;Milan;4;724.30;;626.13;651.91;;;;;;;;421.90;1229.00;;
F;32;Rome;Single;Master;Employee;NSEP;10000;Milan;4;704.59;;614.24;640.54;;;;;;;;423.90;1229.00;;
M;25;Rome;Widow;Master;Employee;NSEP;10000;Milan;4;1023.92;;820.51;839.14;;;;;;;;485.16;1691.00;;
F;25;Rome;Widow;Master;Employee;NSEP;10000;Milan;4;1023.92;;823.51;841.14;;;;;;;;487.16;1691.00;;
M;32;Rome;Widow;Master;Employee;NSEP;10000;Milan;4;791.48;;669.92;690.17;;;;;;;;421.90;1367.00;;
F;32;Rome;Widow;Master;Employee;NSEP;10000;Milan;4;776.38;;660.69;683.04;;;;;;;;422.90;1367.00;;
M;25;Rome;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1436.66;;1066.67;1073.84;;;;;;;;486.16;1561.00;;
F;25;Rome;Married;Without a qualification;Employee;NSEP;10000;Milan;4;1436.66;;1066.67;1073.84;;;;;;;;487.16;1561.00;;
M;32;Rome;Married;Without a qualification;Employee;NSEP;10000;Milan;4;967.88;;779.74;802.36;;;;;;;;421.90;1265.00;;
F;32;Rome;Married;Without a qualification;Employee;NSEP;10000;Milan;4;940.94;;765.31;789.40;;;;;;;;424.90;1265.00;;
M;25;Rome;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1617.02;;1195.79;1198.34;;;;;;;;484.16;1515.00;;
F;25;Rome;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1617.02;;1195.79;1198.34;;;;;;;;485.16;1515.00;;
M;32;Rome;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1072.09;;852.35;867.52;;;;;;;;424.90;1229.00;;
F;32;Rome;Single;Without a qualification;Employee;NSEP;10000;Milan;4;1041.99;;831.80;852.24;;;;;;;;424.90;1229.00;;
M;25;Rome;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;2637.91;;2493.87;;;;;;;;;484.16;1841.00;;
F;25;Rome;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;2637.91;;2493.87;;;;;;;;;484.16;1841.00;;
M;32;Rome;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;1580.60;;1169.99;1173.02;;;;;;;;423.90;1488.00;;
F;32;Rome;Widow;Without a qualification;Employee;NSEP;10000;Milan;4;1565.83;;1159.40;1162.74;;;;;;;;424.90;1488.00;;
M;25;Rome;Married;Master;Looking for a job;NSEP;30000;Milan;4;2517.50;;2354.98;;;;;;;;;485.16;1720.00;;
F;25;Rome;Married;Master;Looking for a job;NSEP;30000;Milan;4;2517.50;;2354.98;;;;;;;;;487.16;1720.00;;
M;32;Rome;Married;Master;Looking for a job;NSEP;30000;Milan;4;1586.33;;1174.06;1177.01;;;;;;;;423.90;1394.00;;
F;32;Rome;Married;Master;Looking for a job;NSEP;30000;Milan;4;1571.51;;1163.48;1166.70;;;;;;;;424.90;1394.00;;
M;25;Rome;Single;Master;Looking for a job;NSEP;30000;Milan;4;2751.55;;2605.23;;;;;;;;;485.16;1673.00;;
F;25;Rome;Single;Master;Looking for a job;NSEP;30000;Milan;4;2751.55;;2605.23;;;;;;;;;487.16;1673.00;;
M;32;Rome;Single;Master;Looking for a job;NSEP;30000;Milan;4;1960.64;;1608.74;;;;;;;;;424.90;1357.00;;
F;32;Rome;Single;Master;Looking for a job;NSEP;30000;Milan;4;1902.06;;1533.32;;;;;;;;;422.90;1357.00;;
M;25;Rome;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3353.06;;3172.80;;;;;;;;;484.16;1862.00;;
F;25;Rome;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3353.06;;3172.80;;;;;;;;;484.16;1862.00;;
M;32;Rome;Widow;Master;Looking for a job;NSEP;30000;Milan;4;2175.94;;1900.61;;;;;;;;;422.90;1505.00;;
F;32;Rome;Widow;Master;Looking for a job;NSEP;30000;Milan;4;2161.00;;1879.61;;;;;;;;;421.90;1505.00;;
M;25;Rome;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;485.16;1720.00;;
F;25;Rome;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;484.16;1720.00;;
